is_canceled,country,market_segment,deposit_type,total_of_special_requests,reservation_status_month,arrival_date_month,lead_time
1,135,6,0,1,2,8,187
1,135,5,0,1,2,8,109
0,59,5,0,0,5,8,201
0,59,5,0,0,5,8,226
0,59,5,0,1,5,8,188
0,59,5,0,0,5,8,288
1,135,6,0,0,2,8,108
1,135,6,0,1,2,8,108
0,59,5,0,0,5,8,288
1,135,6,0,0,4,8,74
1,135,3,0,0,4,8,129
1,135,6,0,1,5,8,49
1,135,6,0,0,2,8,101
1,135,2,0,0,4,8,12
1,135,2,0,0,4,8,12
0,135,6,0,0,5,8,188
1,59,6,0,1,4,8,19
1,135,6,0,1,4,8,141
1,135,6,0,2,5,8,159
1,56,6,0,0,4,8,45
0,76,6,0,2,5,8,209
1,135,6,0,0,2,8,164
0,51,6,0,2,5,8,189
0,76,6,0,2,5,8,209
1,135,6,0,2,2,8,71
0,59,5,0,0,5,8,253
1,135,3,0,0,4,8,113
0,59,5,0,0,5,8,253
1,135,5,0,0,1,8,154
0,135,5,0,0,5,8,252
1,135,3,0,0,5,8,2
1,135,3,0,0,5,8,0
1,135,6,0,1,4,8,153
1,135,6,0,0,2,8,81
1,135,6,0,0,1,8,165
1,135,6,0,0,2,8,71
1,169,6,0,0,3,8,44
1,135,3,0,0,4,8,19
1,135,6,0,1,3,8,66
1,51,6,0,0,4,8,36
0,59,5,0,0,5,8,354
1,135,6,0,0,12,8,174
1,135,6,0,1,1,8,119
1,135,6,0,0,2,8,80
0,76,5,0,1,5,8,260
1,76,6,0,0,4,8,58
0,25,6,0,1,5,8,179
1,135,3,0,0,5,8,35
1,135,6,0,0,3,8,54
1,135,6,0,0,4,8,49
1,135,6,0,0,4,8,122
1,135,6,0,1,1,8,119
1,135,6,0,3,5,8,95
1,135,6,0,0,2,8,80
1,135,6,0,0,3,8,89
0,59,5,0,0,5,8,262
0,59,6,0,1,5,8,232
1,135,4,0,0,4,8,16
1,135,6,0,1,3,8,75
0,59,6,0,1,5,8,232
1,135,5,0,0,5,8,81
0,59,5,0,0,5,8,236
1,135,5,0,1,5,8,1
1,135,5,0,0,3,8,59
1,135,5,0,0,5,8,39
1,135,3,0,0,4,8,20
1,135,5,0,0,3,8,59
1,135,5,0,0,3,8,59
1,135,3,0,1,1,8,158
1,135,6,0,0,4,8,46
1,135,6,0,0,3,8,68
1,135,5,0,0,4,8,192
1,135,3,0,0,2,8,92
1,135,6,0,1,2,8,230
0,59,5,0,0,5,8,256
0,59,5,0,1,5,8,212
1,135,6,0,1,4,8,163
1,135,6,0,1,4,8,163
1,51,6,0,0,4,8,22
1,59,6,0,0,5,8,7
1,51,6,0,0,3,8,59
0,76,5,0,0,5,8,202
0,76,6,0,2,5,8,235
1,135,6,0,0,3,8,87
1,135,6,0,0,3,8,122
1,135,6,0,0,4,8,234
1,135,6,0,2,2,8,254
0,56,4,0,0,5,8,203
0,135,4,0,0,5,8,203
1,135,4,0,0,3,8,203
1,135,4,0,0,3,8,203
1,135,4,0,0,3,8,203
0,56,4,0,0,5,8,203
0,135,4,0,0,5,8,203
1,76,6,0,0,3,8,56
1,135,6,0,0,4,8,235
0,76,6,0,0,5,8,29
1,135,6,0,0,4,8,49
1,135,5,0,0,4,8,90
1,135,3,0,0,4,8,48
1,135,3,0,0,5,8,7
1,135,6,0,0,4,8,59
1,135,5,0,0,11,8,189
0,43,5,0,0,5,8,188
1,135,4,0,0,3,8,468
1,6,6,0,0,4,8,30
1,135,2,0,1,4,8,52
1,135,4,0,0,5,8,69
1,135,4,0,0,5,8,468
1,135,4,0,0,5,8,468
0,59,4,0,0,5,8,236
0,76,4,0,0,5,8,236
0,59,4,0,0,5,8,236
0,59,4,0,0,5,8,236
0,59,4,0,0,5,8,236
0,59,4,0,0,5,8,236
0,59,4,0,0,5,8,236
0,59,4,0,0,5,8,236
0,59,4,0,1,5,8,236
0,59,4,0,0,5,8,236
1,135,4,0,0,9,8,236
0,59,4,0,0,5,8,236
1,135,6,0,1,1,8,114
1,135,4,0,0,5,8,236
1,124,6,0,0,4,8,25
1,135,5,0,0,5,8,197
0,43,6,0,2,5,8,189
0,43,6,0,2,5,8,189
0,59,5,0,2,5,8,213
0,135,4,0,0,5,8,237
1,169,6,0,0,3,8,54
0,59,4,0,0,5,8,237
1,6,6,0,0,4,8,30
1,135,3,0,2,5,8,9
1,135,3,0,2,5,8,9
1,135,6,0,2,1,8,119
1,135,3,0,0,5,8,22
1,135,6,0,2,1,8,119
1,51,6,0,0,5,8,17
1,135,6,0,1,1,8,198
0,76,5,0,2,5,8,195
1,135,5,0,1,3,8,259
0,76,5,0,2,5,8,195
1,135,2,0,0,5,8,3
1,135,6,0,0,5,8,35
1,135,5,0,0,5,8,113
1,135,6,0,0,5,8,39
1,135,6,0,0,4,8,35
1,135,6,0,2,2,8,117
1,135,6,0,2,11,8,190
1,135,6,0,2,12,8,158
1,135,5,0,1,5,8,128
1,135,5,0,1,5,8,128
1,135,6,0,2,11,8,190
1,135,6,0,3,2,8,120
1,135,6,0,1,2,8,115
0,59,6,0,0,5,8,206
0,43,4,0,0,5,8,211
0,43,4,0,1,5,8,211
0,43,4,0,0,5,8,211
1,135,4,0,0,4,8,211
0,43,4,0,1,5,8,211
0,43,4,0,0,5,8,211
1,135,4,0,0,4,8,211
0,43,4,0,0,5,8,211
0,43,4,0,0,5,8,211
0,135,4,0,1,5,8,211
0,123,4,0,0,5,8,211
0,43,4,0,0,5,8,211
0,43,4,0,0,5,8,211
0,135,4,0,0,5,8,9
1,135,4,1,0,5,8,9
1,135,4,0,0,5,8,9
1,135,6,0,1,5,8,137
1,135,6,0,1,4,8,30
1,51,6,0,0,5,8,38
0,59,5,0,0,5,8,239
1,135,6,0,3,2,8,117
1,135,5,0,0,2,8,117
0,76,6,0,1,5,8,205
0,76,5,0,2,5,8,208
1,29,6,0,0,4,8,62
1,29,6,0,0,4,8,62
1,29,6,0,0,4,8,65
1,135,3,0,0,5,8,0
1,29,6,0,0,4,8,65
0,43,4,0,0,5,8,213
0,43,4,0,0,5,8,213
0,43,4,0,0,5,8,213
0,43,4,0,0,5,8,213
1,135,4,0,0,5,8,213
1,135,4,0,0,4,8,213
0,43,4,0,0,5,8,213
0,43,4,0,0,5,8,213
0,43,4,0,0,5,8,213
0,135,4,0,0,5,8,213
0,43,4,0,0,5,8,213
0,59,5,0,2,5,8,201
1,135,6,0,1,4,8,95
1,51,6,0,0,4,8,39
1,135,6,0,0,4,8,95
1,135,6,0,0,4,8,263
0,133,5,0,0,5,8,189
1,76,6,0,0,4,8,28
0,59,5,0,1,5,8,265
1,135,6,0,2,11,8,250
1,135,6,0,2,11,8,215
0,59,5,0,0,5,8,215
0,76,5,0,1,5,8,265
1,135,2,0,0,5,8,5
0,43,6,0,2,5,8,201
0,43,6,0,1,5,8,189
0,43,6,0,2,5,8,201
0,43,6,0,2,5,8,201
0,135,5,0,0,5,8,196
1,135,4,1,0,1,8,151
1,51,6,0,0,5,8,40
0,59,5,0,1,5,8,253
0,59,5,0,2,5,8,224
1,135,6,0,1,1,8,132
1,135,6,0,2,1,8,143
1,135,6,0,1,12,8,199
0,76,5,0,0,5,8,139
0,59,5,0,0,5,8,239
1,135,3,0,0,5,8,0
1,135,4,1,0,4,8,40
1,6,6,0,0,4,8,37
0,123,6,0,1,5,8,191
1,135,6,0,1,3,8,76
1,135,6,0,1,2,8,124
1,135,6,0,1,4,8,124
1,135,4,0,0,4,8,40
1,135,3,0,0,4,8,92
1,135,3,0,0,5,8,8
1,135,6,0,0,12,8,144
1,43,6,0,0,4,8,41
1,135,3,0,0,5,8,0
0,135,1,0,2,5,8,3
1,135,6,0,1,2,8,80
1,135,6,0,1,4,8,124
0,59,5,0,0,5,8,304
1,135,6,0,0,4,8,87
1,135,6,0,0,11,8,258
0,76,5,0,2,5,8,274
1,135,6,0,2,1,8,155
1,135,6,0,1,1,8,125
0,59,5,0,0,5,8,237
1,135,5,0,0,2,8,101
1,135,5,0,1,4,8,118
1,51,6,0,0,4,8,66
1,135,1,0,0,5,8,49
1,135,3,0,1,3,8,109
1,51,6,0,0,5,8,32
1,34,6,0,0,5,8,2
0,76,6,0,1,5,8,193
0,59,5,0,0,5,8,217
1,135,6,0,1,12,8,202
1,135,6,0,1,1,8,178
1,135,6,0,0,3,8,171
1,135,6,0,0,5,8,0
1,135,1,0,0,5,8,126
1,135,3,0,0,5,8,1
1,135,6,0,1,4,8,79
1,135,6,0,0,4,8,78
0,135,3,0,0,5,8,5
1,135,5,0,0,4,8,116
0,15,3,0,0,5,8,210
1,135,6,0,1,3,8,82
1,135,6,0,1,3,8,117
1,135,6,0,2,3,8,123
1,135,6,0,1,3,8,82
1,5,6,0,0,5,8,25
0,76,6,0,2,5,8,192
1,135,6,0,1,12,8,256
1,56,6,0,0,4,8,70
1,135,6,0,2,9,8,262
0,59,4,0,0,5,8,220
0,59,5,0,1,5,8,248
0,59,6,0,2,5,8,236
0,59,5,0,1,5,8,212
1,25,6,0,0,4,8,46
1,135,3,0,0,5,8,0
1,135,6,0,1,4,8,241
1,135,6,0,1,5,8,262
0,59,5,0,0,6,8,307
0,59,4,0,0,6,8,221
1,169,6,0,0,5,8,46
1,31,6,0,1,5,8,34
1,56,6,0,0,3,8,73
1,135,6,0,0,3,8,98
1,135,6,0,0,5,8,101
0,51,6,0,1,5,8,233
1,76,6,0,0,4,8,32
0,59,4,0,0,5,8,222
1,135,3,0,1,4,8,201
0,76,3,0,0,6,8,257
1,135,5,0,2,4,8,126
0,15,3,0,2,5,8,206
1,135,5,0,0,11,8,200
1,51,6,0,0,4,8,68
1,51,6,0,0,4,8,30
1,135,6,0,1,1,8,209
1,135,6,0,0,2,8,197
1,135,6,0,1,4,8,139
0,135,6,0,1,5,8,222
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,1,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,1,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
0,59,4,0,0,5,8,223
1,135,6,0,0,4,8,28
0,59,4,2,0,5,8,223
0,59,4,2,0,5,8,223
0,59,4,0,0,6,8,223
0,59,4,0,0,6,8,223
0,76,5,0,2,6,8,213
0,59,6,0,1,6,8,223
0,59,4,0,0,6,8,223
1,135,5,0,1,10,8,213
0,76,5,0,1,6,8,227
1,135,6,0,0,3,8,69
1,135,6,0,3,2,8,100
1,135,5,0,0,5,8,99
1,135,5,0,0,3,8,100
1,135,6,0,0,2,8,100
1,135,6,0,2,3,8,100
0,43,6,0,0,5,8,257
0,56,4,0,0,5,8,224
0,81,4,0,0,5,8,224
0,59,4,0,0,5,8,224
0,59,4,0,0,5,8,224
0,59,4,0,1,5,8,224
1,135,6,0,0,5,8,105
0,59,4,0,0,5,8,224
0,59,4,0,0,5,8,224
0,59,4,0,0,5,8,224
1,135,6,0,0,2,8,100
1,135,6,0,1,5,8,228
0,59,4,0,0,5,8,224
0,59,4,0,0,5,8,224
1,135,6,0,0,2,8,100
1,135,5,0,0,5,8,141
0,29,6,0,1,6,8,197
1,135,6,0,1,5,8,276
0,59,4,0,0,5,8,225
1,135,3,0,0,5,8,26
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
1,135,2,0,1,5,8,22
1,135,6,0,1,3,8,101
0,59,4,0,0,5,8,225
1,135,6,0,1,3,8,183
0,139,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,0,0,5,8,225
0,59,4,2,0,5,8,225
1,135,6,0,1,1,8,139
0,59,4,1,0,5,8,225
0,82,5,0,3,6,8,264
0,59,5,0,0,6,8,311
0,59,5,0,4,6,8,238
0,59,5,0,3,6,8,264
1,169,6,0,1,5,8,18
1,135,3,0,0,5,8,143
1,135,6,0,2,4,8,100
1,135,4,1,0,5,8,7
1,135,6,0,2,4,8,122
1,135,6,0,1,5,8,277
1,135,6,0,1,4,8,100
0,59,4,1,0,5,8,226
1,135,3,0,0,4,8,135
1,59,6,0,0,5,8,11
1,135,6,0,0,5,8,102
1,169,6,0,1,5,8,18
0,76,6,0,2,6,8,204
0,59,5,0,1,6,8,312
0,76,6,0,2,6,8,204
0,76,6,0,2,6,8,204
1,135,4,1,0,5,8,227
0,43,4,0,0,5,8,225
0,43,4,0,0,5,8,225
1,135,4,0,0,4,8,225
1,135,5,0,0,11,8,212
0,43,4,0,0,5,8,225
0,43,4,0,0,5,8,225
0,43,4,0,0,5,8,225
0,43,4,0,0,5,8,225
0,43,4,0,0,5,8,225
0,59,5,0,1,6,8,213
1,135,5,0,1,1,8,145
1,135,5,0,1,1,8,145
0,43,4,0,0,5,8,225
0,43,4,0,0,5,8,225
1,135,5,0,1,2,8,116
1,135,6,0,1,3,8,144
1,135,6,0,1,5,8,108
1,135,5,0,0,3,8,102
0,59,5,0,0,6,8,210
1,135,6,0,1,12,8,168
1,135,6,0,0,5,8,5
1,135,6,0,0,5,8,11
1,59,6,0,0,5,8,16
1,135,5,0,0,5,8,5
1,135,6,0,0,1,8,139
0,59,5,0,0,6,8,314
1,135,6,0,0,1,8,139
1,135,5,0,0,5,8,107
0,135,4,0,0,5,8,0
0,59,4,0,0,5,8,0
0,135,4,0,0,5,8,229
1,135,6,0,1,5,8,50
1,59,6,0,0,5,8,43
1,135,6,0,0,5,8,125
1,135,2,0,0,5,8,0
1,135,6,0,1,2,8,117
1,135,5,0,0,1,8,126
0,76,6,0,1,6,8,215
1,135,6,0,1,1,8,136
1,135,6,0,2,2,8,237
0,76,6,0,1,6,8,215
1,59,6,0,0,3,8,71
1,59,6,0,0,3,8,71
1,135,6,0,0,12,8,207
1,135,5,0,0,4,8,152
0,43,5,0,1,6,8,213
1,25,6,0,0,3,8,76
1,123,6,0,1,5,8,63
0,76,6,0,3,6,8,290
0,76,5,0,1,6,8,235
0,76,5,0,1,6,8,235
1,135,6,0,0,4,8,102
0,59,5,0,1,6,8,105
1,135,5,0,1,4,8,124
0,76,5,0,0,6,8,241
1,76,6,0,0,4,8,77
1,135,5,0,0,5,8,134
0,76,5,0,0,6,8,232
1,135,5,0,0,3,8,90
1,29,6,0,0,4,8,46
1,59,6,0,0,5,8,33
0,59,5,0,1,6,8,206
0,59,5,0,0,6,8,266
1,135,2,0,0,5,6,7
1,135,5,0,0,5,6,179
1,135,2,0,0,6,6,2
1,135,4,1,0,12,6,215
1,135,6,0,0,5,6,118
1,135,6,0,0,5,6,30
1,135,6,0,0,5,6,43
1,135,6,0,0,5,6,30
1,135,6,0,1,1,6,133
0,76,3,0,0,6,6,217
0,76,5,0,0,6,6,235
0,59,5,0,0,6,6,208
0,76,5,0,0,6,6,216
1,135,6,0,2,2,6,107
1,133,6,0,0,5,6,40
1,135,6,0,1,5,6,168
1,135,6,0,1,2,6,147
1,169,3,0,0,4,6,34
1,135,6,0,0,2,6,98
1,135,6,0,1,2,6,250
1,135,6,0,0,3,6,101
1,135,6,0,0,1,6,139
0,59,5,0,1,6,6,237
1,135,5,0,1,4,6,237
1,135,6,0,1,3,6,91
1,6,6,0,0,5,6,20
1,51,3,0,0,5,6,54
1,135,4,1,0,1,6,182
1,135,6,0,1,4,6,150
1,51,4,1,0,1,6,182
1,135,3,0,3,6,6,122
1,135,3,0,3,6,6,122
1,76,6,0,0,5,6,81
0,59,5,0,1,6,6,270
1,135,6,0,1,12,6,237
1,135,6,0,1,1,6,143
1,135,6,0,1,5,6,227
1,135,6,0,0,3,6,198
1,59,6,0,0,4,6,44
1,135,6,0,1,4,6,136
0,76,3,0,0,6,6,294
0,59,5,0,0,6,6,227
0,59,5,0,0,6,6,216
0,59,5,0,2,6,6,219
0,59,5,0,0,6,6,270
0,59,5,0,1,6,6,319
0,59,5,0,2,6,6,319
1,135,6,0,3,11,6,264
1,135,6,0,3,11,6,264
1,135,3,0,0,1,6,157
1,76,6,0,0,5,6,37
1,135,6,0,0,2,6,113
1,135,6,0,0,4,6,130
1,135,6,0,1,2,6,144
1,135,6,0,0,4,6,128
1,76,6,0,0,4,6,78
1,135,6,0,2,4,6,151
1,135,6,0,1,3,6,161
0,59,5,0,3,6,6,252
1,135,5,0,0,2,6,290
0,59,5,0,0,6,6,250
1,133,6,0,1,6,6,2
1,51,6,0,0,5,6,29
1,46,6,0,0,5,6,6
1,123,6,0,0,5,6,46
1,3,6,0,0,5,6,32
1,135,6,0,1,5,6,107
1,135,6,0,0,5,6,107
1,135,6,0,1,4,6,123
1,135,6,0,1,12,6,282
1,135,6,0,0,2,6,114
1,135,6,0,2,1,6,176
1,135,6,0,2,1,6,256
1,135,6,0,1,9,6,257
1,135,2,0,0,6,6,3
1,135,2,0,0,6,6,3
1,51,6,0,0,4,6,76
1,81,6,0,0,5,6,18
0,34,6,0,1,6,6,282
1,135,3,0,0,5,6,40
1,135,3,0,1,5,6,35
1,135,6,0,1,5,6,195
0,59,5,0,0,6,6,251
1,133,3,0,0,5,6,94
1,133,3,0,0,5,6,94
1,135,6,0,0,1,6,151
0,59,5,0,2,6,6,322
0,59,5,0,1,6,6,322
1,135,6,0,0,5,6,12
1,43,6,0,0,5,6,35
1,43,6,0,0,5,6,34
1,25,6,0,0,5,6,34
1,25,6,0,0,5,6,41
1,135,6,0,1,2,6,125
1,135,6,0,1,2,6,136
1,135,5,0,1,4,6,144
1,76,6,0,1,4,6,95
1,135,6,0,1,2,6,125
0,59,5,0,0,6,6,323
1,76,6,0,0,4,6,58
0,59,5,0,0,6,6,229
1,135,6,0,1,1,6,151
0,76,6,0,0,6,6,215
1,29,6,0,0,5,6,24
1,135,6,0,0,5,6,21
1,135,6,0,1,5,6,160
0,34,6,0,1,6,6,291
1,135,6,0,1,6,6,97
1,135,6,0,1,1,6,142
1,135,6,0,0,5,6,14
1,135,6,0,1,4,6,131
1,135,6,0,0,4,6,152
0,59,5,0,2,6,6,253
1,135,6,0,0,5,6,59
1,135,6,0,2,5,6,269
1,135,6,0,1,12,6,229
1,135,6,0,2,5,6,286
1,135,6,0,1,1,6,143
1,135,6,0,0,5,6,15
1,135,6,0,0,5,6,15
0,133,5,0,0,6,6,141
1,123,6,0,0,5,6,57
1,135,3,0,0,1,6,240
1,135,6,0,0,5,6,93
1,135,6,0,1,4,6,162
1,135,6,0,0,5,6,151
0,135,6,0,2,6,6,269
1,135,6,0,1,2,6,142
1,135,6,0,1,6,6,129
1,135,6,0,0,6,6,17
1,135,6,0,0,6,6,17
0,135,6,0,1,6,6,266
1,135,6,0,1,5,6,116
1,135,6,0,0,5,6,16
1,135,6,0,1,3,6,155
0,59,5,0,1,6,6,255
1,135,6,0,2,11,6,271
1,51,6,0,0,5,6,16
1,135,6,0,0,5,6,17
1,135,6,0,1,5,6,115
0,76,5,0,1,6,6,220
1,135,5,0,0,3,6,191
0,59,6,0,2,6,6,241
1,59,6,0,0,4,6,57
1,135,6,0,0,4,6,120
1,135,6,0,2,4,6,227
0,59,6,0,2,6,6,241
1,135,5,0,0,6,6,184
1,135,4,1,0,3,6,277
1,135,6,0,0,4,6,55
0,135,2,0,1,6,6,19
1,135,6,0,0,4,6,55
1,51,6,0,0,5,6,36
1,135,6,0,0,5,6,17
1,135,6,0,1,2,6,199
1,135,6,0,2,1,6,149
1,59,6,0,0,5,6,40
1,135,6,0,0,2,6,141
1,135,6,0,0,4,6,70
0,59,5,0,0,6,6,328
1,135,3,0,1,11,6,221
0,135,5,0,0,6,6,221
1,140,3,0,0,4,6,65
1,135,6,0,1,1,6,150
0,140,6,0,2,6,6,259
1,135,6,0,1,6,6,0
1,135,6,0,0,5,6,32
1,59,6,0,0,4,6,72
1,135,5,0,0,4,6,146
1,29,6,0,0,5,6,39
1,135,6,0,2,4,6,206
1,135,6,0,2,4,6,206
1,135,6,0,0,4,6,65
1,135,6,0,0,4,6,50
1,135,6,0,2,4,6,50
1,135,6,0,0,2,6,114
1,135,6,0,1,3,6,205
0,11,6,0,1,6,6,217
0,59,5,0,0,6,6,223
0,59,5,0,0,6,6,223
1,135,5,0,0,3,6,112
0,59,6,0,1,6,6,217
1,135,6,0,2,11,6,223
0,133,5,0,2,6,6,145
1,135,6,0,0,1,6,166
1,135,6,0,1,3,6,104
1,135,6,0,0,4,6,248
1,135,6,0,1,1,6,147
1,59,6,0,0,3,6,97
1,135,3,0,0,5,6,62
1,135,5,0,0,5,6,110
1,135,5,0,1,3,6,95
1,76,3,0,0,4,6,98
1,135,5,0,0,1,6,330
0,59,5,0,1,6,6,225
0,76,5,0,2,6,6,231
0,59,5,0,2,6,6,231
0,59,6,0,1,6,6,268
1,135,6,0,1,11,6,274
0,59,5,0,1,6,6,250
0,59,6,0,1,6,6,268
1,135,6,0,1,12,6,249
0,59,5,0,1,6,6,246
1,135,6,0,0,4,6,83
1,135,6,0,0,3,6,85
1,51,6,0,0,5,6,40
1,154,6,0,0,6,6,37
1,135,6,0,1,1,6,250
0,124,3,0,0,6,6,234
1,135,6,0,2,9,6,275
1,135,3,0,1,6,6,73
1,135,3,0,0,6,6,21
0,59,5,0,0,6,6,247
1,135,3,0,0,6,6,32
1,51,6,0,0,5,6,37
1,135,3,0,0,6,6,32
1,51,6,0,0,5,6,43
1,135,6,0,0,4,6,72
1,51,6,0,0,3,6,92
1,59,6,0,0,4,6,61
0,43,6,0,1,6,6,221
1,12,6,0,0,6,6,60
1,135,6,0,2,6,6,155
1,51,6,0,0,5,6,73
0,123,6,0,1,6,6,228
1,135,6,0,2,2,6,174
0,59,3,0,1,6,6,273
0,34,6,0,1,6,6,300
1,135,6,0,1,12,6,256
0,59,6,0,1,6,6,246
0,123,5,0,0,7,6,248
1,135,6,0,1,8,6,304
1,51,6,0,0,6,6,23
1,51,6,0,0,4,6,67
1,135,6,0,0,6,6,10
1,135,6,0,0,6,6,23
1,135,6,0,0,6,6,12
1,12,6,0,0,5,6,81
1,34,6,0,0,4,6,62
1,135,6,0,1,2,6,117
1,135,6,0,2,1,6,250
1,135,6,0,1,8,6,301
0,59,5,0,0,6,6,250
1,135,6,0,0,11,6,228
0,59,5,0,2,6,6,256
1,135,5,0,0,12,6,231
1,135,6,0,0,1,6,164
0,139,6,0,1,6,6,241
1,135,6,0,2,2,6,291
0,59,5,0,4,6,6,249
0,59,5,0,4,6,6,249
1,135,6,0,0,1,6,175
0,59,5,0,1,7,6,143
1,135,6,0,0,4,6,81
1,51,6,0,1,6,6,5
0,59,3,0,1,6,6,267
1,135,6,0,1,6,6,163
1,135,6,0,2,3,6,235
1,135,6,0,0,2,6,128
1,135,6,0,0,2,6,128
1,135,6,0,2,1,6,185
1,135,3,0,0,6,6,11
0,71,6,0,1,6,6,244
1,135,6,1,0,1,6,177
1,135,6,1,0,1,6,177
1,135,6,0,0,6,6,191
0,135,3,0,0,6,6,271
1,135,6,0,3,2,6,167
1,135,5,0,0,1,6,152
0,59,5,0,0,6,6,306
1,135,6,0,1,5,6,216
0,59,5,0,1,7,6,304
0,54,6,0,1,6,6,294
1,135,6,0,0,5,6,293
1,135,6,0,1,5,6,293
1,51,6,0,0,5,6,293
1,135,6,0,0,3,6,203
1,135,6,0,1,6,6,294
1,135,6,0,1,9,6,309
0,76,6,0,1,6,6,227
1,135,6,0,1,2,6,155
0,59,5,0,1,6,6,272
1,135,5,0,0,2,6,167
1,135,6,0,1,6,6,124
1,135,5,0,0,6,6,242
0,59,6,0,3,6,6,237
0,59,6,0,2,6,6,237
1,135,6,0,1,6,6,127
0,59,5,0,0,7,6,235
1,135,4,0,0,5,6,247
0,133,4,0,0,6,6,322
0,133,4,0,0,6,6,322
0,133,4,0,0,6,6,253
0,133,4,0,0,6,6,322
0,133,4,0,0,6,6,322
1,135,4,0,0,5,6,29
0,133,4,0,0,6,6,253
0,133,4,0,0,6,6,247
1,135,3,0,0,6,6,2
0,133,4,0,0,6,6,322
1,135,6,0,1,3,6,267
1,135,4,0,0,6,6,0
1,135,6,0,1,6,6,295
1,135,6,0,1,3,6,295
0,133,4,0,0,6,6,322
1,169,6,0,0,6,6,3
0,135,2,0,0,6,6,2
1,135,6,0,1,2,6,128
1,135,5,0,0,6,6,155
1,135,6,0,0,6,6,18
1,135,6,0,2,5,6,225
1,135,6,0,2,3,6,225
0,59,6,0,2,6,6,286
1,135,6,0,0,2,6,131
0,59,6,0,2,6,6,286
0,59,5,0,0,6,6,262
0,133,5,0,0,7,6,227
1,135,3,0,0,6,6,11
1,135,6,0,0,6,6,3
1,51,6,0,0,6,6,13
1,135,6,0,3,6,6,284
0,59,5,0,0,7,6,252
1,135,6,0,1,5,6,294
0,59,5,0,1,7,6,291
0,59,6,0,2,7,6,232
0,59,5,0,0,7,6,310
0,59,6,0,2,7,6,232
1,135,6,0,2,1,6,170
1,59,6,0,0,6,6,0
1,135,6,0,1,6,6,3
1,59,6,0,0,6,6,24
1,135,3,0,0,6,6,4
1,135,6,0,0,4,6,75
1,135,6,0,0,1,6,234
1,135,6,0,0,2,6,127
1,135,6,0,0,4,6,112
0,76,6,0,2,7,6,229
1,135,6,0,2,1,6,165
1,135,3,0,0,2,6,226
1,135,3,0,0,5,6,117
1,135,6,0,0,6,6,196
0,124,6,0,0,7,6,285
0,154,6,0,0,7,6,241
0,54,6,0,1,6,6,3
1,51,6,0,0,5,6,92
1,81,6,0,0,4,6,92
1,69,6,0,0,4,6,94
1,135,6,0,1,5,6,90
1,135,6,0,0,6,6,123
0,135,3,0,2,6,6,227
1,135,6,0,1,1,6,172
1,123,6,0,0,3,6,105
1,135,3,0,0,5,6,116
1,135,3,0,0,5,6,116
1,123,6,0,0,3,6,105
0,59,5,0,1,7,6,274
1,135,3,0,0,6,6,0
1,25,6,0,0,5,6,47
1,154,6,0,0,6,6,5
1,135,6,0,0,6,6,26
1,135,2,0,0,6,6,10
1,135,6,0,1,1,6,167
1,154,6,0,0,3,6,91
1,135,6,0,2,1,6,198
0,59,5,0,0,7,6,247
1,135,5,0,0,6,6,172
1,135,6,0,1,5,6,174
1,135,5,0,0,1,6,184
0,59,5,0,0,7,6,240
1,135,6,0,0,1,6,171
0,59,3,0,0,7,6,290
1,135,6,0,1,6,6,172
0,59,5,0,0,7,6,244
1,135,6,0,1,1,6,246
1,135,6,0,0,3,6,174
1,135,6,0,0,3,6,106
0,59,5,0,1,7,6,241
0,59,5,0,0,7,6,230
0,59,6,0,3,7,6,237
0,59,6,0,3,7,6,237
1,135,6,0,0,10,6,266
0,59,5,0,0,7,6,314
1,135,5,0,2,6,6,208
0,59,5,0,0,7,6,295
1,135,6,0,0,3,6,114
1,135,6,0,1,1,6,166
0,43,5,0,2,6,6,186
0,43,5,0,2,6,6,186
1,135,6,0,0,3,6,168
1,135,3,0,0,6,6,2
1,51,6,0,0,5,6,78
1,135,6,0,0,6,6,20
1,135,6,0,1,2,6,159
1,154,3,0,0,6,6,32
1,135,6,0,2,4,6,201
1,135,5,0,1,6,6,164
1,34,6,0,0,5,5,68
1,75,6,0,0,5,5,62
1,135,6,0,1,7,5,9
1,135,6,0,0,10,5,255
0,34,3,0,0,7,5,254
1,135,6,0,1,2,5,178
1,135,5,0,0,2,5,170
1,135,6,0,1,3,5,220
1,135,6,0,1,3,5,220
0,76,6,0,2,7,5,0
1,135,6,0,2,6,5,301
1,135,6,0,2,9,5,301
